x                        Q2                 y       z                  PhT^2              Mult         
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.29 [0.27-0.30)   0.7097 +- 0.0182 +- 0.0799
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.32 [0.30-0.35)   0.6479 +- 0.0138 +- 0.0803
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.38 [0.35-0.40)   0.5327 +- 0.0125 +- 0.0816
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.43 [0.40-0.46)   0.4482 +- 0.0105 +- 0.0832
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.49 [0.46-0.52)   0.3728 +- 0.0095 +- 0.0849
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.56 [0.52-0.60)   0.2990 +- 0.0077 +- 0.0867
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.64 [0.60-0.68)   0.2410 +- 0.0070 +- 0.0895
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.72 [0.68-0.76)   0.1837 +- 0.0059 +- 0.0921
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.81 [0.76-0.87)   0.1368 +- 0.0043 +- 0.0943
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   0.94 [0.87-1.00)   0.0982 +- 0.0035 +- 0.0983
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   1.06 [1.00-1.12)   0.0732 +- 0.0031 +- 0.1030
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   1.18 [1.12-1.24)   0.0498 +- 0.0027 +- 0.1096
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   1.31 [1.24-1.38)   0.0361 +- 0.0021 +- 0.1145
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   1.45 [1.38-1.52)   0.0239 +- 0.0016 +- 0.1192
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   1.60 [1.52-1.68)   0.0160 +- 0.0013 +- 0.1355
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   1.77 [1.68-1.85)   0.0123 +- 0.0011 +- 0.1376
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   1.95 [1.85-2.05)   0.0079 +- 0.0008 +- 0.1436
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   2.20 [2.05-2.35)   0.0045 +- 0.0006 +- 0.1613
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   2.50 [2.35-2.65)   0.0027 +- 0.0004 +- 0.1748
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.40 [0.40-0.60)   2.83 [2.65-3.00)   0.0012 +- 0.0003 +- 0.2132
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.03 [0.02-0.04)   1.0919 +- 0.1026 +- 0.0908
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.05 [0.04-0.06)   1.0817 +- 0.1010 +- 0.0915
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.07 [0.06-0.08)   1.0062 +- 0.1114 +- 0.1055
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.09 [0.08-0.10)   0.9468 +- 0.0932 +- 0.0960
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.11 [0.10-0.12)   0.7750 +- 0.0956 +- 0.1135
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.13 [0.12-0.14)   0.8438 +- 0.0863 +- 0.0964
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.16 [0.14-0.17)   0.6655 +- 0.0702 +- 0.1031
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.18 [0.17-0.20)   0.6719 +- 0.0738 +- 0.1007
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.21 [0.20-0.23)   0.4505 +- 0.0561 +- 0.1133
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.25 [0.23-0.27)   0.4780 +- 0.0481 +- 0.0964
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.29 [0.27-0.30)   0.3943 +- 0.0516 +- 0.1126
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.32 [0.30-0.35)   0.3934 +- 0.0394 +- 0.0940
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.38 [0.35-0.40)   0.3697 +- 0.0378 +- 0.0938
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.43 [0.40-0.46)   0.2902 +- 0.0301 +- 0.0939
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.49 [0.46-0.52)   0.2236 +- 0.0270 +- 0.1039
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.56 [0.52-0.60)   0.1939 +- 0.0220 +- 0.1011
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.64 [0.60-0.68)   0.1555 +- 0.0185 +- 0.1020
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.72 [0.68-0.76)   0.1130 +- 0.0166 +- 0.1195
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.81 [0.76-0.87)   0.1314 +- 0.0146 +- 0.0975
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   0.94 [0.87-1.00)   0.0806 +- 0.0108 +- 0.1096
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   1.06 [1.00-1.12)   0.0592 +- 0.0093 +- 0.1241
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   1.18 [1.12-1.24)   0.0555 +- 0.0088 +- 0.1250
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   1.31 [1.24-1.38)   0.0322 +- 0.0057 +- 0.1352
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   1.45 [1.38-1.52)   0.0348 +- 0.0067 +- 0.1449
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   1.60 [1.52-1.68)   0.0200 +- 0.0046 +- 0.1707
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   1.77 [1.68-1.85)   0.0164 +- 0.0043 +- 0.1923
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   1.95 [1.85-2.05)   0.0187 +- 0.0045 +- 0.1768
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   2.20 [2.05-2.35)   0.0092 +- 0.0022 +- 0.1735
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   2.50 [2.35-2.65)   0.0063 +- 0.0016 +- 0.1838
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.40 [0.40-0.60)   2.83 [2.65-3.00)   0.0050 +- 0.0016 +- 0.2235
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.03 [0.02-0.04)   1.0034 +- 0.0309 +- 0.0710
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.05 [0.04-0.06)   0.9091 +- 0.0303 +- 0.0729
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.07 [0.06-0.08)   0.8837 +- 0.0291 +- 0.0728
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.09 [0.08-0.10)   0.8842 +- 0.0309 +- 0.0737
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.11 [0.10-0.12)   0.8769 +- 0.0302 +- 0.0738
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.13 [0.12-0.14)   0.8023 +- 0.0287 +- 0.0740
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.16 [0.14-0.17)   0.7206 +- 0.0221 +- 0.0731
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.18 [0.17-0.20)   0.6704 +- 0.0244 +- 0.0747
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.21 [0.20-0.23)   0.5822 +- 0.0187 +- 0.0730
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.25 [0.23-0.27)   0.5208 +- 0.0164 +- 0.0725
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.29 [0.27-0.30)   0.4530 +- 0.0171 +- 0.0740
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.32 [0.30-0.35)   0.4186 +- 0.0130 +- 0.0713
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.38 [0.35-0.40)   0.3673 +- 0.0119 +- 0.0708
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.43 [0.40-0.46)   0.3134 +- 0.0100 +- 0.0706
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.49 [0.46-0.52)   0.2669 +- 0.0093 +- 0.0712
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.56 [0.52-0.60)   0.2238 +- 0.0074 +- 0.0710
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.64 [0.60-0.68)   0.1818 +- 0.0067 +- 0.0716
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.72 [0.68-0.76)   0.1462 +- 0.0060 +- 0.0726
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.81 [0.76-0.87)   0.1138 +- 0.0044 +- 0.0726
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   0.94 [0.87-1.00)   0.0904 +- 0.0035 +- 0.0725
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   1.06 [1.00-1.12)   0.0689 +- 0.0034 +- 0.0758
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   1.18 [1.12-1.24)   0.0570 +- 0.0031 +- 0.0777
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   1.31 [1.24-1.38)   0.0425 +- 0.0024 +- 0.0790
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   1.45 [1.38-1.52)   0.0300 +- 0.0019 +- 0.0817
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   1.60 [1.52-1.68)   0.0235 +- 0.0016 +- 0.0830
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   1.77 [1.68-1.85)   0.0200 +- 0.0014 +- 0.0841
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   1.95 [1.85-2.05)   0.0155 +- 0.0012 +- 0.0870
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   2.20 [2.05-2.35)   0.0092 +- 0.0007 +- 0.0892
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   2.50 [2.35-2.65)   0.0064 +- 0.0006 +- 0.1010
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.40 [0.40-0.60)   2.83 [2.65-3.00)   0.0046 +- 0.0005 +- 0.0996
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.03 [0.02-0.04)   1.1140 +- 0.0304 +- 0.0736
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.05 [0.04-0.06)   1.0508 +- 0.0292 +- 0.0735
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.07 [0.06-0.08)   0.9499 +- 0.0278 +- 0.0744
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.09 [0.08-0.10)   0.9385 +- 0.0280 +- 0.0753
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.11 [0.10-0.12)   0.9035 +- 0.0282 +- 0.0761
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.13 [0.12-0.14)   0.8682 +- 0.0268 +- 0.0756
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.16 [0.14-0.17)   0.8202 +- 0.0223 +- 0.0749
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.18 [0.17-0.20)   0.7360 +- 0.0215 +- 0.0749
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.21 [0.20-0.23)   0.6596 +- 0.0181 +- 0.0750
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.25 [0.23-0.27)   0.5889 +- 0.0157 +- 0.0746
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.29 [0.27-0.30)   0.5303 +- 0.0175 +- 0.0755
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.32 [0.30-0.35)   0.4698 +- 0.0129 +- 0.0747
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.38 [0.35-0.40)   0.4064 +- 0.0121 +- 0.0750
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.43 [0.40-0.46)   0.3433 +- 0.0097 +- 0.0747
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.49 [0.46-0.52)   0.2935 +- 0.0092 +- 0.0758
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.56 [0.52-0.60)   0.2402 +- 0.0070 +- 0.0754
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.64 [0.60-0.68)   0.2001 +- 0.0065 +- 0.0769
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.72 [0.68-0.76)   0.1595 +- 0.0057 +- 0.0778
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.81 [0.76-0.87)   0.1265 +- 0.0043 +- 0.0778
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   0.94 [0.87-1.00)   0.0892 +- 0.0033 +- 0.0794
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   1.06 [1.00-1.12)   0.0713 +- 0.0030 +- 0.0813
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   1.18 [1.12-1.24)   0.0544 +- 0.0027 +- 0.0836
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   1.31 [1.24-1.38)   0.0423 +- 0.0022 +- 0.0851
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   1.45 [1.38-1.52)   0.0339 +- 0.0020 +- 0.0881
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   1.60 [1.52-1.68)   0.0250 +- 0.0016 +- 0.0903
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   1.77 [1.68-1.85)   0.0177 +- 0.0013 +- 0.0966
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   1.95 [1.85-2.05)   0.0134 +- 0.0010 +- 0.0963
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   2.20 [2.05-2.35)   0.0092 +- 0.0007 +- 0.1006
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   2.50 [2.35-2.65)   0.0053 +- 0.0005 +- 0.1080
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.40 [0.40-0.60)   2.83 [2.65-3.00)   0.0044 +- 0.0004 +- 0.1085
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.03 [0.02-0.04)   1.2883 +- 0.0320 +- 0.0825
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.05 [0.04-0.06)   1.1634 +- 0.0305 +- 0.0833
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.07 [0.06-0.08)   1.1217 +- 0.0301 +- 0.0834
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.09 [0.08-0.10)   1.1419 +- 0.0308 +- 0.0825
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.11 [0.10-0.12)   1.0399 +- 0.0296 +- 0.0830
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.13 [0.12-0.14)   1.0063 +- 0.0299 +- 0.0831
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.16 [0.14-0.17)   0.9286 +- 0.0231 +- 0.0830
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.18 [0.17-0.20)   0.8152 +- 0.0230 +- 0.0835
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.21 [0.20-0.23)   0.7790 +- 0.0198 +- 0.0823
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.25 [0.23-0.27)   0.6238 +- 0.0160 +- 0.0820
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.29 [0.27-0.30)   0.5883 +- 0.0181 +- 0.0828
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.32 [0.30-0.35)   0.5326 +- 0.0133 +- 0.0820
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.38 [0.35-0.40)   0.4448 +- 0.0124 +- 0.0822
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.43 [0.40-0.46)   0.3864 +- 0.0103 +- 0.0811
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.49 [0.46-0.52)   0.3239 +- 0.0094 +- 0.0820
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.56 [0.52-0.60)   0.2591 +- 0.0073 +- 0.0814
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.64 [0.60-0.68)   0.2109 +- 0.0066 +- 0.0821
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.72 [0.68-0.76)   0.1714 +- 0.0060 +- 0.0825
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.81 [0.76-0.87)   0.1324 +- 0.0045 +- 0.0827
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   0.94 [0.87-1.00)   0.0948 +- 0.0034 +- 0.0828
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   1.06 [1.00-1.12)   0.0711 +- 0.0031 +- 0.0839
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   1.18 [1.12-1.24)   0.0497 +- 0.0025 +- 0.0860
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   1.31 [1.24-1.38)   0.0390 +- 0.0021 +- 0.0870
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   1.45 [1.38-1.52)   0.0311 +- 0.0018 +- 0.0881
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   1.60 [1.52-1.68)   0.0212 +- 0.0014 +- 0.0921
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   1.77 [1.68-1.85)   0.0163 +- 0.0012 +- 0.0957
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   1.95 [1.85-2.05)   0.0114 +- 0.0009 +- 0.0959
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   2.20 [2.05-2.35)   0.0078 +- 0.0006 +- 0.0963
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   2.50 [2.35-2.65)   0.0047 +- 0.0005 +- 0.1071
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.40 [0.40-0.60)   2.83 [2.65-3.00)   0.0033 +- 0.0004 +- 0.1099
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.03 [0.02-0.04)   1.4603 +- 0.0317 +- 0.0724
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.05 [0.04-0.06)   1.3831 +- 0.0311 +- 0.0733
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.07 [0.06-0.08)   1.3515 +- 0.0317 +- 0.0736
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.09 [0.08-0.10)   1.2136 +- 0.0294 +- 0.0745
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.11 [0.10-0.12)   1.1539 +- 0.0287 +- 0.0749
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.13 [0.12-0.14)   1.0903 +- 0.0283 +- 0.0754
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.16 [0.14-0.17)   1.0473 +- 0.0230 +- 0.0753
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.18 [0.17-0.20)   0.9474 +- 0.0242 +- 0.0765
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.21 [0.20-0.23)   0.8617 +- 0.0195 +- 0.0761
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.25 [0.23-0.27)   0.7283 +- 0.0166 +- 0.0763
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.29 [0.27-0.30)   0.6569 +- 0.0183 +- 0.0782
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.32 [0.30-0.35)   0.5970 +- 0.0135 +- 0.0778
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.38 [0.35-0.40)   0.4991 +- 0.0123 +- 0.0785
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.43 [0.40-0.46)   0.4491 +- 0.0106 +- 0.0792
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.49 [0.46-0.52)   0.3658 +- 0.0100 +- 0.0809
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.56 [0.52-0.60)   0.2898 +- 0.0074 +- 0.0817
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.64 [0.60-0.68)   0.2309 +- 0.0069 +- 0.0843
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.72 [0.68-0.76)   0.1745 +- 0.0058 +- 0.0862
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.81 [0.76-0.87)   0.1309 +- 0.0042 +- 0.0874
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   0.94 [0.87-1.00)   0.0920 +- 0.0033 +- 0.0905
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   1.06 [1.00-1.12)   0.0694 +- 0.0029 +- 0.0937
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   1.18 [1.12-1.24)   0.0509 +- 0.0025 +- 0.0977
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   1.31 [1.24-1.38)   0.0335 +- 0.0018 +- 0.1020
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   1.45 [1.38-1.52)   0.0254 +- 0.0015 +- 0.1062
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   1.60 [1.52-1.68)   0.0182 +- 0.0013 +- 0.1116
0.0423 [0.0320-0.0550)    2.3 [1.7-3.0)   0.186   0.40 [0.40-0.60)   1.77 [1.68-1.85)   0.0124 +- 0.0010 +- 0.1178
